Association Name,Association URL,Certification (Y/N),Career Center URL,NAICS Code,O*Net Code
Packaging and Label Gravure Association (PLGA),http://www.plga.com/,n,,561000,51-9111.00
Page Society,https://page.org/ ,,,513000,11-2032.00
Painting and Decorating Contractors of America (PDCA),https://www.pcapainted.org/,,,238000,51-9123.00
Paper Industry Management Association (PIMA),http://www.pima-online.org/,n,,551000,11-1021.00
Parenteral Drug Association (PDA),https://www.pda.org/,,https://career.pda.org/,621000,29-2052.00
Park Law Enforcement Association (PLEA),https://plea43.wildapricot.org/,,,922000,33-3051.00
Pediatric Nursing Certification Board (PNCB),https://www.pncb.org,y,,621000,29-1141.00
Pediatric Pharmacy Advocacy Group (PPAG),https://www.ppag.org/,n,,621000,29-1051.00
Pedorthic Footwear Association (PFA),https://www.pedorthics.org/Default.aspx,n,,621000,29-2091.00
"PegaSystems, Inc.",https://www.pega.com/,,https://www.pega.com/about/careers,541000,13-1199.04
Peripheral Component Interconnect Special Interest Group (PCI-SIG),https://pcisig.com/,n,,541000,15-1299.00
Pet Food Institute (PFI),https://www.petfoodinstitute.org/,,,445000,39-2021.00
Pet Sitters International (PSI),https://www.petsit.com/,y,,812000,39-2021.00
Peterson Institute for International Economics (IIE),https://www.piie.com/,,,541000,19-3011.00
Pharmaceutical Research and Manufacturers of America (PHRMA),https://www.phrma.org,,,541000,19-1021.00
Pharmacy Technician Certification Board (PTCB),https://www.ptcb.org/,y,,621000,29-2052.00
Photo Marketing Association International (PMAI),https://www.facebook.com/photomarketingassociation/,y,,541000,11-2021.00
Physician Assistant Education Association (PAEA),https://paeaonline.org/,,,611000,29-1071.00
Pi Sigma Epsilon (PSE),https://pse.org/,,,813000,41-4011.00
Piano Technicians Guild (PTG),https://www.ptg.org/home,,,711000,49-9063.00
Planners Network (PN),http://www.plannersnetwork.org/,n,,541000,19-3051.00
Plantae,https://plantae.org/,,https://plantae.org/careers/,115000,19-1013.00
Plastic and Metal Products Manufacturers Association (PMPMA),https://www.arcat.com/,,,326000,51-4072.00
Plumbing-Heating-Cooling Contractors National Association (PHCC),https://www.phccweb.org/,,,237000,47-2152.00
"PostRehab (American Academy of Health, Fitness and Rehabilitation Professionals)",https://www.postrehab.com/,y,,621000,21-1015.00
Powder Coating Institute,https://www.powdercoating.org/,n,https://www.powdercoating.org/networking/opening_search.asp,332000,51-9124.00
Practice Management Institute (PMI),https://www.pmimd.com/,y,,551000,29-1229.00
Precision Machined Products Association (PMPA),https://www.pmpa.org/,,,332000,51-2041.00
Precision Metalforming Association (PMA),https://www.pma.org/home/default.asp,,,332000,51-2041.00
Printing Industries of America,https://www.printing.org/,y,,323000,43-9031.00
Printing United Alliance,https://www.printing.org/,,,541000,27-1024.00
Produce Marketing Association (PMA),https://www.freshproduce.com/,,,541000,11-2021.00
Product Development and Management Association (PDMA),https://www.pdma.org/,y,,541000,11-2021.00
Professional Association for Customer Engagement,https://pacedevs.com/,,,513000,41-3011.00
Professional Association of Diving Instructors (PADI),https://www.padi.com/,y,,611000,49-9092.00
Professional Association of Resume Writers and Career Coaches (PARW/CC),https://parwcc.com/?,,,513000,21-1012.00
Professional Aviation Safety Specialists (PASS),https://www.passnational.org/,n,,488000,53-6051.01
Professional Beauty Association and National Cosmetology Association (PBA/NCA),https://www.probeauty.org/,y,,456000,39-5012.00
Professional Caddie Association (PCA),https://www.pcaworldwide.com/,,,713000,39-3091.00
Professional Golf Teachers Association of America (PGTAA),https://www.pgtaa.com/,y,,713000,27-2022.00
Professional Grounds Management Society (PGMS),https://pgms.org/,y,,111000,37-1012.00
Professional Insurance Marketing Association (PIMA),https://www.pimainsights.org/home,,,541000,11-2021.00
Professional Landcare Network (PLANET),https://www.landscapeprofessionals.org/,y,,112000,37-1012.00
Professional Liability Underwriting Society (PLUS),https://plusweb.org/,,https://careers.plusfoundation.org/,524000,13-2053.00
Professional Managers Association (PMA),https://www.promanager.org/,,,551000,11-9199.01
Professional Photographers of America (PPA),https://www.ppa.com/,y,,711000,27-4021.00
Professional Pricing Society (PPS),https://www.pricingsociety.com/,y,https://careers.pricingsociety.com/,522000,11-2022.00
Professional Risk Managers International Association (PRMIA),https://www.prmia.org/,y,https://jobs.prmia.org/,524000,13-2054.00
Professional Services Association (PSA),https://psaworld.org/,,,423000,13-1022.00
Professional Ski Instructors of America (PSIA),https://www.thesnowpros.org/,y,,713000,33-9092.00
Professional Truck Driver Institute,https://ptdi.org/,,,484000,53-3032.00
Professional and Technical Consultants Association (PATCA),https://patca.org/,,,541000,13-1199.00
Professionals in Human Resource Association (PIHRA),https://www.pihra.org/,y,https://hr.pihra.associationcareernetwork.com/,541000,11-3121.00
Progressive Economics Forum (PEF),https://www.progressive-economics.ca/,,,541000,19-3011.00
Project Management Institute (PMI),https://www.pmi.org/,y,,541000,15-2051.01
Promotional Products Association International (PPAI),https://www.ppai.org/,y,https://www.ppai.org/industry-job-board/,541000,11-2011.00
Propel Nonprofits,https://propelnonprofits.org/,,,541000,11-1011.00
Property Casualty Insurers Association of America,https://www.apci.org/,,,524000,13-1031.00
Public Radio News Directors Inc.(PRNDI),https://www.pmja.org/,,,513000,27-2012.03
Public Relations Society of America,https://www.prsa.org/,n,https://jobs.prsa.org/,541000,27-3031.00
Public Sector Human Resources Association,https://pshra.org/,y,,923000,11-3121.00
Publishing Triangle,https://publishingtriangle.org/,,,513000,43-9031.00
QAI Global Institute (QGI),https://qaiglobalinstitute.com/,y,,561000,11-3051.01
Qualitative Research Consultants Association (QRCA),https://www.qrca.org/,,,541000,19-3022.00
RABQSA International/ Exemplar Global,https://exemplarglobal.org/,y,,541000,11-3121.00
"RCI, Inc.",https://iibec.org/,,,236000,47-2181.00
"RIMS, the risk management society",https://www.rims.org/home,y,https://www.rims.org/resources/career-center,524000,13-2054.00
RadTech International N.A.,https://radtech.org/,,,541000,11-9041.00
Radio Advertising Bureau (RAB),https://www.rab.com/,,,513000,41-3011.00
Radio-Television Digital News Association (RTDNA),https://www.rtdna.org/,,https://careers.rtdna.org/,513000,27-2012.00
Radiologic Nursing Certification Board (RNCB),https://www.arinursing.org/certification/,y,https://arinursing.careerwebsite.com/,621000,29-1141.00
Radiology Business Management Association (RBMA),https://www.rbma.org/,n,https://www.rbma.org/Career_Center/,622000,29-2034.00
Radiology Society of North America (RSNA),https://www.rsna.org,,,622000,29-2034.00
Recreation Vehicle Industry Association (RVIA),https://www.rvia.org,,,423000,39-3092.00
Refrigeration Service Engineers Society (RSES),https://rses.org/,,https://jobs.rses.org/,541000,49-9021.00
Registry of Interpreters for the Deaf (RID),https://rid.org/,y,https://rid.org/careers/,541000,27-3091.00
Regulatory Affairs Professionals Society (RAPS),https://www.raps.org/,y,,561000,11-9111.00
Rehabilitation Engineering and Assistive Technology Society of North America (RESNA),https://www.resna.org/,y,,621000,29-1122.01
Renewable Fuels Association (RFA),https://ethanolrfa.org/,,,221000,17-2199.03
Residential Energy Services Network (RESNET),https://www.resnet.us/,y,,221000,47-4011.01
Restoration Industry Association (RIA),https://www.restorationindustry.org/,y,,562000,11-9161.00
Retail Bakers of America (RBA),https://www.retailbakersofamerica.org/home,y,,311000,51-3011.00
Retail Contractors Association (RCA),https://www.retailcontractors.org/,,,813000,13-1022.00
Retail Design Institute (RDI),https://www.retaildesigninstitute.org/,,,813000,27-1021.00
Retail Industry Leaders Association (RILA),https://www.rila.org/,,,813000,11-1021.00
Retail Marketing Society,https://www.retailmarketingsociety.org/,,,541000,11-1021.00
Retail Merchants Association (RMA),https://www.retailmerchantsinc.com/,,,813000,13-1022.00
Retail Packaging Association (RPA),https://www.retailpackaging.org/aws/RPA/pt/sp/home_page,,,561000,27-1021.00
Retail Print Music Dealers Association (RPMDA),https://printmusic.org/,,,512000,51-5112.00
Retail Solutions Providers Association (RSPA),https://www.gorspa.org/rspa-home/,,,813000,13-1022.00
Risk Management Association (RMA),https://www.rmahq.org/?gmssopc=1,,https://www.rmahq.org/about-us/career-center/?gmssopc=1,523000,13-2099.01
SAE International,https://www.sae.org/,,https://careercenter.sae.org/,523000,17-2141.02
SAG-AFTRA,https://www.sagaftra.org/,,,512000,27-2011.00
SANS Institute,https://www.sans.org,n,,541000,15-1212.00
SAVE International,https://www.value-eng.org,y,,541000,51-9061.00
SCW Fitness Education,https://scwfit.com/,,,611000,11-9179.01
SEMI,https://www.semi.org/en/,,,423000,51-9141.00
SES - The Society for Standards Professionals,https://www.ses-standards.org/,y,https://ses.associationcareernetwork.com/Common/HomePage.aspx/,813000,17-3026.00
SOLE - The International Society of Logistics,http://www.sole.org/,y,http://www.sole.org/jobboard.asp,541000,11-3071.00
Sales & Marketing Executives International (SMEI),https://smei.org/,y,https://smei.associationcareernetwork.com/,541000,11-2021.00
Sales Professionals International (SPI),https://www.salesprosusa.com/,,,541000,11-2022.00
School Nutrition Association (SNA),https://schoolnutrition.org/,y,https://careers.schoolnutrition.org/,611000,29-1031.00
Science History Institute (SHI),https://www.sciencehistory.org/,,,541000,19-2031.00
Seafarers International Union (SIU),https://www.seafarers.org/,,https://www.seafarers.org/training-and-careers/jobs/overview/,813000,53-5021.00
Secondary Materials and Recycled Textile Association (SMARTASN),https://www.smartasn.org/,n,,562000,53-7062.04
Secured Finance Network (SFN),https://www.sfnet.com/,,https://jobs.sfnet.com/,522000,13-2051.00
Senior Executives Association (SEA),https://www.seniorexecs.org/,,,551000,11-1011.00
Shape America,https://www.shapeamerica.org/,,https://www.shapeamerica.org/career/Career-Center.aspx,611000,21-1091.00
Shaw Institute (SI),https://shawinstitute.org/,,,541000,19-2041.00
Sheet Metal Workers International Association (SMWIA),https://smart-union.org/,,https://smart-union.org/job-bank/,238000,47-2211.00
Sheet Metal and Air Conditioning Contractor's Association (SMACNA),https://www.smacna.org/,n,,238000,47-2211.00
Small Business Investor Alliance (SBIA),https://sbia.org/,,,523000,11-3031.03
Small Publishers Association of North America (SPAN),https://community.bookapss.org/,,,513000,27-3041.00
Snack Food Association (SFA),https://snacintl.org/,,,311000,11-1021.00
SnowSports Industries America (SIA),https://www.snowsports.org/,,,713000,39-3091.00
Social Current,https://www.social-current.org/,,https://www.social-current.org/careers/,624000,21-1021.00
Social Science Research Network (SSRN),https://www.ssrn.com/index.cfm/en/,,,541000,19-4061.00
Society for Academic Emergency Medicine (SAEM),https://www.saem.org/,n,,622000,29-1229.00
Society for Adolescent Health and Medicine (SAHM),https://adolescenthealth.org/,,https://careers.adolescenthealth.org/,622000,29-1229.00
Society for American Archaeology (SAA),https://www.saa.org/,,https://careers.saa.org/jobs/,813000,19-3091.00
Society for Clinical Trials (SCT),https://www.sctweb.org/,,https://www.sctweb.org/jobboard/positions.cfm,621000,11-9121.01
Society for Conservation Biology (SCB),https://conbio.org/,,https://careers.conbio.org/,541000,19-1029.04
Society for Consumer Psychology (SCP),https://myscp.org/,,,813000,19-3039.00
Society for Design Administration (SDA),https://www.sdanational.org/,y,,541000,17-1011.00
Society for Ecological Restoration (SER),https://www.ser.org/,,https://jobs.ser.org/,562000,19-2041.02
Society for Economic Anthropology (SEA),https://econanthro.org/,,,541000,19-3091.00
Society for Economic Dynamics (SED),https://economicdynamics.org/,,,541000,19-3011.00
Society for Experimental Biology and Medicine (SEBM),https://www.sebm.org/,,,621000,19-1029.04
Society for Features Journalism (SFJ),https://www.featuresjournalism.org/,,,513000,27-3041.00
Society for Free Radical Biology and Medicine (SFRBM),https://sfrbm.org/,,,621000,19-1029.04
Society for Freshwater Science (SFS),https://freshwater-science.org/,y,https://freshwater-science.org/Classifieds/How-to-post-an-ad.cfm,333000,11-9013.00
Society for Human Resources Management (SHRM),https://www.shrm.org/home,y,,541000,11-3121.00
Society for Industrial & Organizational Psychology (SIOP),https://www.siop.org/,,https://www.siop.org/Career-Center,541000,19-3032.00
Society for Industrial and Applied Mathematics (SIAM),https://www.siam.org/,,,541000,15-2021.00
Society for Information Management (SIM),https://www.simnet.org/home,,,541000,15-1299.09
Society for Judgment and Decision Making (SJDM),https://sjdm.org/,,,541000,19-3033.00
Society for Learning Analytics Research (SOLAR),https://www.solaresearch.org/,,,221000,15-2031.00
Society for Maintenance & Reliability Professionals (SMRP),https://smrp.org/,y,,531000,17-2112.00
Society for Marine Mammalogy (SMM),https://marinemammalscience.org/,,,813000,19-1023.00
